DateTime,Calsada,Bato,Buhi,Ombao,Camaligan,Balongay,Sipocot
2025-07-17 10,0.78,0.94,0.00,0.30,0.75,NaN,-0.70 
2025-07-17 11,0.81,0.96,0.00,0.31,0.84,NaN,-0.69 
2025-07-17 12,0.86,0.95,0.00,0.31,0.80,NaN,-0.67 
2025-07-17 13,1.02,0.95,0.00,0.32,0.57,NaN,-0.57 
2025-07-17 14,1.11,0.96,0.00,0.32,0.31,NaN,-0.57 
2025-07-17 15,1.21,0.98,0.01,0.33,-0.04,NaN,-0.61 
2025-07-17 16,1.33,0.99,0.01,0.33,-0.30,NaN,-0.59 
2025-07-17 17,1.36,1.00,0.02,0.34,-0.52,NaN,-0.54 
2025-07-17 18,1.40,1.01,0.02,0.35,-0.61,NaN,-0.46 
2025-07-17 19,1.44,1.03,0.02,0.36,-0.52,NaN,-0.32 
2025-07-17 20,1.46,1.04,0.02,0.36,0.13,NaN,-0.12 
2025-07-17 21,1.43,1.05,0.02,0.37,0.51,NaN,0.00 
2025-07-17 22,1.40,1.07,0.02,0.39,0.75,NaN,0.02 
2025-07-17 23,1.40,1.08,0.02,0.40,0.88,NaN,-0.01 
2025-07-18 00,1.37,1.09,0.02,0.42,0.92,NaN,-0.03 
2025-07-18 01,1.36,1.10,0.02,0.43,0.81,NaN,-0.04 
2025-07-18 02,1.33,1.11,0.02,0.45,0.57,NaN,-0.06 
2025-07-18 03,1.30,1.12,0.03,0.47,0.25,NaN,-0.08 
2025-07-18 04,1.27,1.13,0.08,0.49,-0.07,NaN,-0.11 
2025-07-18 05,1.24,1.14,0.10,0.52,-0.33,NaN,-0.14 
2025-07-18 06,1.23,1.14,0.12,0.54,-0.54,NaN,-0.16 
2025-07-18 07,1.21,1.15,0.13,0.56,-0.64,NaN,-0.13 
2025-07-18 08,1.20,1.16,0.14,0.59,-0.55,NaN,-0.18 
2025-07-18 09,1.18,1.16,0.15,0.61,0.16,NaN,-0.21 
2025-07-18 10,1.17,1.17,0.15,0.64,0.46,NaN,-0.23 
2025-07-18 11,1.17,1.18,0.16,0.68,0.67,NaN,-0.25 
2025-07-18 12,1.16,1.18,0.16,0.71,0.70,NaN,-0.27 
2025-07-18 13,1.14,1.19,0.16,0.74,0.62,NaN,-0.27 
2025-07-18 14,1.14,1.20,0.16,0.77,0.45,NaN,-0.27 
2025-07-18 15,1.17,1.20,0.17,0.80,0.20,NaN,-0.29 
2025-07-18 16,1.30,1.21,0.17,0.83,-0.04,NaN,-0.30 
2025-07-18 17,1.55,1.21,0.17,0.85,-0.26,NaN,-0.32 
2025-07-18 18,1.59,1.21,0.17,0.86,-0.43,NaN,-0.34 
2025-07-18 19,1.60,1.22,0.17,0.88,-0.46,NaN,-0.36 
2025-07-18 20,1.57,1.22,0.17,0.89,-0.10,NaN,-0.37 
2025-07-18 21,1.49,1.23,0.18,0.90,0.33,NaN,-0.38 
2025-07-18 22,1.40,1.23,0.18,0.90,0.65,NaN,-0.39 
2025-07-18 23,1.34,1.23,0.18,0.91,0.77,NaN,-0.39 
2025-07-19 00,1.30,1.25,0.18,0.92,0.80,NaN,-0.38 
2025-07-19 01,1.26,1.24,0.18,0.92,0.79,NaN,-0.35 
2025-07-19 02,1.25,1.25,0.18,0.93,0.73,NaN,-0.34 
2025-07-19 03,1.29,1.26,0.18,0.94,0.53,NaN,-0.34 
2025-07-19 04,1.42,1.26,0.18,0.95,0.22,NaN,-0.36 
2025-07-19 05,1.54,1.27,0.18,0.95,-0.12,NaN,-0.38 
2025-07-19 06,1.54,1.26,0.18,0.95,-0.36,NaN,-0.38 
2025-07-19 07,1.50,1.26,0.18,0.96,-0.57,NaN,-0.41 
2025-07-19 08,1.46,1.29,0.18,0.96,-0.66,NaN,-0.43 
2025-07-19 09,1.40,1.29,0.18,0.96,-0.63,NaN,-0.45 
2025-07-19 10,1.36,1.27,0.18,0.96,-0.06,NaN,-0.46 
2025-07-19 11,1.31,1.28,0.17,0.96,0.23,NaN,-0.42 
2025-07-19 12,1.29,1.26,0.21,0.96,0.40,NaN,-0.44 
2025-07-19 13,1.27,1.28,0.20,0.96,0.53,NaN,-0.44 
2025-07-19 14,1.27,1.29,0.20,0.96,0.50,NaN,-0.43 
2025-07-19 15,1.33,1.28,0.20,0.96,0.40,NaN,-0.41 
2025-07-19 16,1.58,1.31,0.21,0.96,0.17,NaN,-0.40 
2025-07-19 17,1.70,1.30,0.22,0.96,-0.07,NaN,-0.40 
2025-07-19 18,1.70,1.30,0.22,0.96,-0.23,NaN,-0.40 
2025-07-19 19,1.66,1.31,0.22,0.96,-0.41,NaN,-0.40 
2025-07-19 20,1.65,1.31,0.23,0.96,-0.28,NaN,-0.40 
2025-07-19 21,1.71,1.32,0.23,0.96,-0.11,NaN,-0.37 
2025-07-19 22,1.93,1.33,0.23,0.97,0.25,NaN,-0.37 
2025-07-19 23,2.06,1.33,0.23,0.97,0.49,NaN,-0.37 
2025-07-20 00,2.27,1.34,0.23,0.97,0.65,NaN,-0.34 
2025-07-20 01,2.29,1.35,0.24,0.98,0.75,NaN,-0.32 
2025-07-20 02,2.18,1.36,0.24,0.98,0.74,NaN,-0.27 
2025-07-20 03,2.08,1.37,0.25,0.99,0.66,NaN,-0.19 
2025-07-20 04,1.97,1.38,0.25,0.99,0.44,NaN,-0.11 
2025-07-20 05,1.87,1.40,0.25,1.00,0.14,NaN,0.04 
2025-07-20 06,1.79,1.40,0.26,1.01,-0.10,NaN,0.16 
2025-07-20 07,1.78,1.41,0.26,1.02,-0.46,NaN,0.20 
2025-07-20 08,1.86,1.42,0.26,1.03,-0.71,NaN,0.19 
2025-07-20 09,1.92,1.43,0.26,1.04,-0.84,NaN,0.16 
2025-07-20 10,1.89,1.45,0.26,1.05,-0.71,NaN,0.13 
2025-07-20 11,1.82,1.46,0.27,1.05,-0.29,NaN,0.09 
2025-07-20 12,1.72,1.46,0.27,1.06,0.05,NaN,0.06 
2025-07-20 13,1.62,1.47,0.27,1.07,0.22,NaN,0.04 
2025-07-20 14,1.54,1.48,0.27,1.07,0.29,NaN,0.02 
2025-07-20 15,1.49,1.49,0.27,1.08,0.30,NaN,-0.01 
2025-07-20 16,1.43,1.50,0.27,1.08,0.34,NaN,-0.04 
2025-07-20 17,1.40,1.50,0.27,1.08,0.30,NaN,-0.08 
2025-07-20 18,1.34,1.51,0.27,1.08,0.13,NaN,-0.12 
2025-07-20 19,1.30,1.51,0.27,1.08,-0.12,NaN,-0.16 
2025-07-20 20,1.28,1.52,0.27,1.09,-0.39,NaN,-0.20 
2025-07-20 21,1.25,1.52,0.27,1.09,-0.38,NaN,-0.23 
2025-07-20 22,1.23,1.53,0.27,1.08,-0.11,NaN,-0.26 
2025-07-20 23,1.21,1.53,0.26,1.08,0.25,NaN,-0.28 
2025-07-21 00,1.19,1.54,0.26,1.08,0.40,NaN,-0.30 
2025-07-21 01,1.18,1.54,0.26,1.08,0.47,NaN,-0.32 
2025-07-21 02,1.19,1.54,0.26,1.08,0.63,NaN,-0.34 
2025-07-21 03,1.21,1.55,0.26,1.07,0.79,NaN,-0.34 
2025-07-21 04,1.22,1.55,0.26,1.07,0.80,NaN,-0.31 
2025-07-21 05,1.22,1.55,0.26,1.07,0.53,NaN,-0.23 
2025-07-21 06,1.21,1.56,0.25,1.06,0.12,NaN,-0.16 
2025-07-21 07,1.21,1.56,0.25,1.06,-0.18,NaN,-0.13 
2025-07-21 08,1.20,1.56,0.25,1.06,-0.53,NaN,-0.14 
2025-07-21 09,1.18,1.56,0.25,1.06,-0.75,NaN,-0.16 
2025-07-21 10,1.14,1.57,0.25,1.05,-0.91,NaN,-0.18 
2025-07-21 11,1.02,1.57,0.25,1.05,-0.95,NaN,-0.21 
2025-07-21 12,0.91,1.57,0.25,1.04,-0.78,NaN,-0.25 
2025-07-21 13,0.92,1.57,0.25,1.04,-0.37,NaN,-0.27 
2025-07-21 14,0.93,1.57,0.25,1.03,0.18,NaN,-0.29 
2025-07-21 15,0.94,1.57,0.25,1.03,0.46,NaN,-0.31 
2025-07-21 16,0.94,1.58,0.25,1.02,0.51,NaN,-0.32 
2025-07-21 17,0.93,1.58,0.28,1.02,0.47,NaN,-0.32 
2025-07-21 18,0.93,1.58,0.27,1.02,0.29,NaN,-0.30 
2025-07-21 19,0.94,1.58,0.27,1.01,0.09,NaN,-0.28 
2025-07-21 20,0.93,1.58,0.28,1.01,-0.09,NaN,-0.22 
2025-07-21 21,0.93,1.58,0.27,1.01,-0.27,NaN,-0.14 
2025-07-21 22,0.95,1.59,0.28,1.01,-0.43,NaN,-0.03 
2025-07-21 23,0.96,1.59,0.27,1.02,-0.39,NaN,0.06 
2025-07-22 00,0.97,1.59,0.27,1.02,0.04,NaN,0.13 
2025-07-22 01,0.97,1.59,0.28,1.06,0.37,NaN,0.17 
2025-07-22 02,0.98,1.60,0.29,1.12,0.62,NaN,0.18 
2025-07-22 03,0.98,1.61,0.29,1.21,0.79,NaN,0.17 
2025-07-22 04,1.00,1.61,0.29,1.31,0.81,NaN,0.15 
2025-07-22 05,1.02,1.61,0.29,1.39,0.78,NaN,0.14 
2025-07-22 06,1.02,1.62,0.29,1.46,0.63,NaN,0.12 
2025-07-22 07,1.03,1.62,0.29,1.53,0.32,NaN,0.08 
2025-07-22 08,1.04,1.62,0.30,1.59,0.00,NaN,0.04 
2025-07-22 09,1.04,1.63,0.30,1.64,-0.29,NaN,0.00 
2025-07-22 10,1.04,1.63,0.30,1.69,-0.55,NaN,-0.04 
2025-07-22 11,1.04,1.63,0.30,1.72,-0.72,NaN,-0.08 
2025-07-22 12,1.03,1.63,0.30,1.75,-0.78,NaN,-0.12 
2025-07-22 13,1.02,1.64,0.30,1.76,-0.67,NaN,-0.15 
2025-07-22 14,1.04,1.67,0.30,1.77,-0.13,NaN,-0.18 
2025-07-22 15,0.98,1.68,0.32,1.78,0.31,NaN,-0.20 
2025-07-22 16,0.99,1.69,0.36,1.78,0.57,NaN,-0.23 
2025-07-22 17,1.34,1.71,0.39,1.78,0.74,NaN,-0.21 
2025-07-22 18,2.52,1.75,0.41,1.79,0.73,NaN,-0.19 
2025-07-22 19,3.34,1.79,0.45,1.79,0.55,NaN,-0.13 
2025-07-22 20,3.42,1.83,0.50,1.80,0.25,NaN,-0.10 
2025-07-22 21,3.43,1.88,0.53,1.80,0.02,NaN,-0.09 
2025-07-22 22,3.65,1.92,0.55,1.81,-0.17,NaN,-0.08 
2025-07-22 23,4.39,1.97,0.57,1.81,-0.30,NaN,-0.04 
2025-07-23 00,4.56,2.01,0.58,1.81,-0.29,NaN,-0.01 
2025-07-23 01,4.31,2.04,0.60,1.82,-0.13,NaN,0.00 
2025-07-23 02,3.98,2.08,0.62,1.82,0.30,NaN,0.01 
2025-07-23 03,3.65,2.11,0.63,1.83,0.72,NaN,0.03 
2025-07-23 04,3.34,2.14,0.64,1.83,0.94,NaN,0.07 
2025-07-23 05,3.15,2.18,0.66,1.84,0.98,NaN,0.15 
2025-07-23 06,3.00,2.21,0.66,1.84,0.95,NaN,0.23 
2025-07-23 07,2.86,2.24,0.67,1.85,0.69,NaN,0.28 
2025-07-23 08,2.75,2.27,0.68,1.86,0.36,NaN,0.28 
2025-07-23 09,2.62,2.30,0.69,1.86,0.04,NaN,0.27 
2025-07-23 10,2.49,2.33,0.70,1.87,-0.23,NaN,0.25 
2025-07-23 11,2.38,2.36,0.70,1.88,-0.44,NaN,0.22 
2025-07-23 12,2.29,2.38,0.70,1.88,-0.64,NaN,0.20 
2025-07-23 13,2.40,2.41,0.71,1.89,-0.77,NaN,0.17 
2025-07-23 14,2.10,2.43,0.71,1.9,-0.78,NaN,0.14 
2025-07-23 15,2.05,2.46,0.72,1.91,0.00,NaN,0.1 
2025-07-23 16,2.03,2.49,0.73,1.92,0.45,NaN,0.07 
2025-07-23 17,2.00,2.51,0.74,1.92,0.76,NaN,0.03 
2025-07-23 18,2.12,2.53,0.74,1.94,0.85,NaN,-0.01 
2025-07-23 19,2.24,2.55,0.75,1.95,0.77,NaN,-0.04 
2025-07-23 20,2.42,2.57,0.75,1.97,0.58,NaN,-0.06 
2025-07-23 21,2.45,2.59,0.76,2,0.32,NaN,-0.08 
2025-07-23 22,2.66,2.61,0.77,2.02,0.08,NaN,-0.12 
2025-07-23 23,3.88,2.66,0.79,2.06,-0.14,NaN,-0.16 
2025-07-24 00,4.37,2.69,0.8,2.11,-0.30,NaN,-0.19 
2025-07-24 01,4.64,2.72,0.82,2.16,-0.33,NaN,-0.22 
2025-07-24 02,4.56,2.76,0.83,2.21,-0.09,NaN,-0.24 
2025-07-24 03,4.38,2.80,0.84,2.26,0.42,NaN,-0.26 
2025-07-24 04,4.66,2.84,0.85,2.31,0.85,NaN,-0.28 
2025-07-24 05,5.58,2.87,0.85,2.36,1.01,NaN,-0.3 
2025-07-24 06,5.82,2.90,0.86,2.4,1.05,NaN,-0.29 
2025-07-24 07,5.59,2.94,0.87,2.43,0.99,NaN,-0.22 
2025-07-24 08,5.14,2.98,0.87,2.46,0.79,NaN,-0.20 
2025-07-24 09,4.71,3.01,0.88,2.48,0.51,NaN,-0.22 
2025-07-24 10,4.33,3.05,0.88,2.50,0.21,NaN,-0.26 
2025-07-24 11,3.96,3.08,0.89,2.51,-0.05,NaN,-0.28 
2025-07-24 12,3.69,3.12,0.89,2.52,-0.26,NaN,-0.28 
2025-07-24 13,3.44,3.15,0.89,2.53,-0.43,NaN,-0.27 
2025-07-24 14,3.23,3.18,0.90,2.53,-0.58,NaN,0.05 
2025-07-24 15,3.07,3.21,0.90,2.54,-0.58,NaN,0.97 
2025-07-24 16,2.91,3.23,0.90,2.54,0.15,NaN,1.32 
2025-07-24 17,2.79,3.25,0.90,2.54,0.59,NaN,1.44 
2025-07-24 18,2.67,3.27,0.91,2.54,0.67,NaN,1.44 
2025-07-24 19,2.58,3.28,0.91,2.53,0.75,NaN,1.37 
2025-07-24 20,2.52,3.30,0.91,2.53,0.75,NaN,1.27 
2025-07-24 21,2.45,3.33,0.91,2.52,0.56,NaN,1.15 
2025-07-24 22,2.49,3.32,0.91,2.52,0.26,NaN,1.03 
2025-07-24 23,2.7,3.33,0.92,2.51,-0.01,NaN,0.93 
2025-07-25 00,2.76,3.35,0.92,2.51,-0.25,NaN,0.83 
2025-07-25 01,2.87,3.35,0.93,2.51,-0.41,NaN,0.73 
2025-07-25 02,2.91,3.36,0.93,2.5,-0.44,NaN,0.63 
2025-07-25 03,2.99,3.37,0.94,2.5,-0.42,NaN,0.53 
2025-07-25 04,2.97,3.39,0.94,2.5,0.4,NaN,0.45 
2025-07-25 05,2.84,3.39,0.94,2.5,0.85,NaN,0.37 
2025-07-25 06,2.7,3.4,0.94,2.49,1.02,NaN,0.31 
2025-07-25 07,2.58,3.41,0.95,2.49,1.05,NaN,0.27 
2025-07-25 08,2.50,3.42,0.95,2.49,0.97,NaN,0.24 
2025-07-25 09,2.43,3.43,0.95,2.49,0.70,NaN,0.21 
2025-07-25 10,2.37,3.44,0.96,2.49,0.38,NaN,0.16 
2025-07-25 11,2.32,3.45,0.95,2.49,0.08,NaN,0.12 
2025-07-25 12,2.25,3.45,0.95,2.49,-0.17,NaN,0.07 
2025-07-25 13,2.19,3.46,0.95,2.49,-0.37,NaN,0.02 
2025-07-25 14,2.12,3.46,0.95,2.49,-0.56,NaN,-0.01 
2025-07-25 15,2.09,3.47,0.95,2.49,-0.69,NaN,-0.05 
2025-07-25 16,2.06,3.47,0.96,2.49,-0.66,NaN,-0.07 
2025-07-25 17,2.01,3.47,0.96,2.49,0.24,NaN,-0.10 
2025-07-25 18,1.97,3.48,0.96,2.49,0.68,NaN,-0.12 
2025-07-25 19,1.93,3.48,0.96,2.48,0.85,NaN,-0.14 
2025-07-25 20,1.89,3.48,0.96,2.48,0.85,NaN,-0.16 
2025-07-25 21,1.85,3.48,0.96,2.48,0.75,NaN,-0.14 
2025-07-25 22,1.82,3.48,0.96,2.48,0.47,NaN,-0.14 
2025-07-25 23,1.81,3.48,0.96,2.48,0.15,NaN,-0.16 
2025-07-26 00,1.84,3.48,0.96,2.48,-0.11,NaN,-0.18 
2025-07-26 01,1.85,3.48,0.96,2.48,-0.32,NaN,-0.21 
2025-07-26 02,1.85,3.48,0.97,2.49,-0.47,NaN,-0.23 
2025-07-26 03,1.84,3.48,0.97,2.49,-0.49,NaN,-0.24 
2025-07-26 04,1.82,3.47,0.97,2.49,-0.08,NaN,-0.26 
2025-07-26 05,1.79,3.47,0.97,2.49,0.54,NaN,-0.27 
2025-07-26 06,1.77,3.47,0.97,2.49,0.92,NaN,-0.28 
2025-07-26 07,1.75,3.47,0.97,2.49,1.00,NaN,-0.28 
2025-07-26 08,1.72,3.47,0.97,2.49,0.99,NaN,-0.25 
2025-07-26 09,1.69,3.47,0.97,2.49,0.86,NaN,-0.20 
2025-07-26 10,1.63,3.46,0.97,2.49,0.57,NaN,-0.19 
2025-07-26 11,1.58,3.46,0.97,2.50,0.24,NaN,-0.20 
2025-07-26 12,1.57,3.45,0.97,2.50,-0.06,NaN,-0.21 
2025-07-26 13,1.56,3.46,0.97,2.50,-0.30,NaN,-0.23 
2025-07-26 14,1.50,3.45,0.97,2.50,-0.51,NaN,-0.24 
2025-07-26 15,1.46,3.44,0.97,2.50,-0.70,NaN,-0.26 
2025-07-26 16,1.43,3.44,0.97,2.50,-0.74,NaN,-0.27 
2025-07-26 17,1.38,3.43,0.97,2.49,-0.09,NaN,-0.29 
2025-07-26 18,1.36,3.43,0.96,2.49,0.48,NaN,-0.30 
2025-07-26 19,1.36,3.42,0.96,2.49,0.74,NaN,-0.31 
2025-07-26 20,1.33,3.42,0.96,2.49,0.81,NaN,-0.32 
2025-07-26 21,1.33,3.41,0.96,2.48,0.81,NaN,-0.32 
2025-07-26 22,1.33,3.41,0.96,2.48,0.67,NaN,-0.29 
2025-07-26 23,1.32,3.40,0.96,2.48,0.37,NaN,-0.29 
2025-07-27 00,1.31,3.39,0.96,2.48,0.04,NaN,-0.31 
2025-07-27 01,1.29,3.39,0.96,2.48,-0.25,NaN,-0.33 
2025-07-27 02,1.29,3.38,0.96,2.48,-0.45,NaN,-0.35 
2025-07-27 03,1.28,3.38,0.96,2.48,-0.60,NaN,-0.36 
2025-07-27 04,1.27,3.37,0.96,2.48,-0.56,NaN,-0.37 
2025-07-27 05,1.27,3.37,0.96,2.48,0.12,NaN,-0.38 
2025-07-27 06,1.26,3.36,0.96,2.47,0.62,NaN,-0.39 
2025-07-27 07,1.26,3.36,0.96,2.47,0.91,NaN,-0.40 
2025-07-27 08,1.23,3.36,0.96,2.47,0.97,NaN,-0.40 
2025-07-27 09,1.08,3.35,0.96,2.47,0.90,NaN,-0.37 
2025-07-27 10,1.07,3.35,0.96,2.47,0.69,NaN,-0.32 
2025-07-27 11,1.13,3.34,0.96,2.47,0.39,NaN,-0.33 
2025-07-27 12,1.14,3.33,0.96,2.47,0.06,NaN,-0.37 
2025-07-27 13,1.14,3.33,0.95,2.47,-0.24,NaN,-0.39 
2025-07-27 14,1.13,3.32,0.96,2.46,-0.45,NaN,-0.42 
2025-07-27 15,1.11,3.31,0.95,2.46,-0.67,NaN,-0.43 
2025-07-27 16,1.10,3.30,0.95,2.46,-0.82,NaN,-0.45 
2025-07-27 17,1.10,3.30,0.95,2.46,-0.76,NaN,-0.46 
2025-07-27 18,1.09,3.29,0.95,2.45,0.18,NaN,-0.46 
2025-07-27 19,1.09,3.29,0.95,2.45,0.60,NaN,-0.47 
2025-07-27 20,1.10,3.28,0.95,2.45,0.81,NaN,-0.48 
2025-07-27 21,1.09,3.27,0.94,2.44,0.81,NaN,-0.48 
2025-07-27 22,1.09,3.27,0.94,2.44,0.72,NaN,-0.46 
2025-07-27 23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-28 00,1.08,3.26,0.94,2.44,0.49,NaN,-0.44 
2025-07-28 01,1.09,3.25,0.95,2.44,0.19,NaN,-0.45 
2025-07-28 02,1.10,3.25,0.94,2.44,-0.11,NaN,-0.46 
2025-07-28 03,1.11,3.24,0.94,2.44,-0.36,NaN,-0.48 
2025-07-28 04,1.12,3.23,0.94,2.44,-0.59,NaN,-0.50 
2025-07-28 05,1.12,3.23,0.94,2.43,-0.67,NaN,-0.50 
2025-07-28 06,1.11,3.22,0.94,2.43,-0.22,NaN,-0.51 
2025-07-28 07,1.11,3.22,0.94,2.43,0.32,NaN,-0.51 
2025-07-28 08,1.11,3.21,0.94,2.43,0.66,NaN,-0.51 
2025-07-28 09,1.12,3.20,0.94,2.42,0.83,NaN,-0.51 
2025-07-28 10,0.98,3.20,0.94,2.42,0.78,NaN,-0.46 
2025-07-28 11,0.99,3.19,0.93,2.42,0.54,NaN,-0.42 
2025-07-28 12,0.99,3.18,0.93,2.41,0.22,NaN,-0.42 
2025-07-28 13,0.99,3.18,0.93,2.41,-0.11,NaN,-0.44 
2025-07-28 14,0.98,3.16,0.93,2.41,-0.36,NaN,-0.46 
2025-07-28 15,0.97,3.16,0.93,2.40,-0.61,NaN,-0.47 
2025-07-28 16,0.97,3.15,0.93,2.40,-0.77,NaN,-0.49 
2025-07-28 17,0.96,3.14,0.92,2.40,-0.79,NaN,-0.50 
2025-07-28 18,0.95,3.14,0.92,2.39,-0.08,NaN,-0.51 
2025-07-28 19,0.95,3.13,0.92,2.39,0.48,NaN,-0.51 
2025-07-28 20,0.95,3.13,0.92,2.39,0.79,NaN,-0.52 
2025-07-28 21,0.95,3.11,0.92,2.38,0.86,NaN,-0.52 
2025-07-28 22,0.95,3.11,0.91,2.38,0.80,NaN,-0.52 
2025-07-28 23,0.95,3.10,0.91,2.38,0.64,NaN,-0.48 
2025-07-29 00,0.94,3.11,0.91,2.37,0.38,NaN,-0.47 
2025-07-29 01,0.94,3.09,0.91,2.37,0.05,NaN,-0.49 
2025-07-29 02,0.93,3.09,0.91,2.37,-0.25,NaN,-0.52 
2025-07-29 03,0.93,3.08,0.91,2.37,-0.47,NaN,-0.53 
2025-07-29 04,0.94,3.07,0.90,2.37,-0.65,NaN,-0.54 
2025-07-29 05,0.95,3.07,0.90,2.37,-0.66,NaN,-0.55 
2025-07-29 06,0.96,3.06,0.90,2.36,-0.01,NaN,-0.56 
2025-07-29 07,0.96,3.05,0.90,2.36,0.44,NaN,-0.56 
2025-07-29 08,0.96,3.04,0.90,2.36,0.64,NaN,-0.56 
2025-07-29 09,0.96,3.03,0.90,2.35,0.72,NaN,-0.57 
2025-07-29 10,0.96,3.03,0.90,2.35,0.65,NaN,-0.56 
2025-07-29 11,0.95,3.03,0.89,2.35,0.52,NaN,-0.54 
2025-07-29 12,0.95,3.03,0.89,2.34,0.28,NaN,-0.54 
2025-07-29 13,0.93,3.01,0.89,2.34,-0.05,NaN,-0.55 
2025-07-29 14,0.92,3.00,0.89,2.34,-0.33,NaN,-0.56 
2025-07-29 15,0.92,2.99,0.89,2.33,-0.57,NaN,-0.57 
2025-07-29 16,0.92,2.99,0.89,2.33,-0.78,NaN,-0.58 
2025-07-29 17,0.91,2.98,0.89,2.33,-0.82,NaN,-0.58 
2025-07-29 18,0.92,2.98,0.88,2.33,-0.71,NaN,-0.59 
2025-07-29 19,0.92,2.96,0.88,2.32,0.20,NaN,-0.59 
2025-07-29 20,0.92,2.96,0.88,2.32,0.59,NaN,-0.59 
2025-07-29 21,0.93,2.95,0.88,2.31,0.79,NaN,-0.60 
2025-07-29 22,0.93,2.95,0.87,2.31,0.79,NaN,-0.60 
2025-07-29 23,0.92,2.94,0.87,2.31,0.70,NaN,-0.59 
2025-07-30 00,0.92,2.93,0.87,2.30,0.49,NaN,-0.56 
2025-07-30 01,0.91,2.93,0.87,2.30,0.20,NaN,-0.56 
2025-07-30 02,0.90,2.92,0.87,2.30,-0.13,NaN,-0.58 
2025-07-30 03,0.90,2.91,0.87,2.30,-0.38,NaN,-0.60 
2025-07-30 04,0.90,2.90,0.87,2.30,-0.60,NaN,-0.60 
2025-07-30 05,0.90,2.90,0.86,2.30,-0.68,NaN,-0.61 
2025-07-30 06,0.90,2.90,0.86,2.29,-0.62,NaN,-0.62 
2025-07-30 07,0.89,2.89,0.86,2.29,0.09,NaN,-0.62 
2025-07-30 08,0.89,2.88,0.86,2.29,0.44,NaN,-0.62 
2025-07-30 09,0.89,2.88,0.85,2.28,0.67,NaN,-0.62 
2025-07-30 10,0.89,2.87,0.85,2.28,0.66,NaN,-0.62 
2025-07-30 11,0.89,2.86,0.85,2.27,0.5,NaN,-0.62 
2025-07-30 12,0.88,2.86,0.85,2.27,0.3,NaN,-0.6 
2025-07-30 13,0.87,2.86,0.84,2.27,0.08,NaN,-0.61 
2025-07-30 14,0.86,2.85,0.84,2.26,-0.22,NaN,-0.61 
2025-07-30 15,0.85,2.84,0.84,2.26,-0.44,NaN,-0.62 
2025-07-30 16,0.85,2.84,0.84,2.26,-0.65,NaN,-0.62 
2025-07-30 17,0.83,2.83,0.84,2.25,-0.77,NaN,-0.63 
2025-07-30 18,0.85,2.82,0.84,2.25,-0.68,NaN,-0.63 
2025-07-30 19,0.86,2.81,0.83,2.24,0.02,NaN,-0.63 
2025-07-30 20,0.88,2.8,0.83,2.24,0.51,NaN,-0.63 
2025-07-30 21,0.89,2.8,0.83,2.23,0.75,NaN,-0.64 
2025-07-30 22,0.89,2.79,0.83,2.23,0.75,NaN,-0.64 
2025-07-30 23,0.87,2.79,0.83,2.22,0.71,NaN,-0.63 
2025-07-31 00,0.86,2.78,0.82,2.22,0.54,NaN,-0.61 
2025-07-31 01,0.84,2.77,0.82,2.22,0.33,NaN,-0.6 
2025-07-31 02,0.83,2.76,0.82,2.22,-0.02,NaN,-0.61 
2025-07-31 03,0.83,2.76,0.82,2.21,-0.3,NaN,-0.62 
2025-07-31 04,0.83,2.75,0.82,2.21,-0.5,NaN,-0.63 
2025-07-31 05,0.83,2.75,0.82,2.21,-0.7,NaN,-0.64 
2025-07-31 06,0.84,2.74,0.81,2.21,-0.7,NaN,-0.64 
2025-07-31 07,0.84,2.74,0.81,2.2,-0.59,NaN,-0.64 
2025-07-31 08,0.84,2.73,0.81,2.2,0.15,NaN,-0.64 
2025-07-31 09,0.84,2.73,0.81,2.2,0.43,NaN,-0.65 
2025-07-31 10,0.83,2.72,0.81,2.19,0.48,NaN,-0.65 
2025-07-31 11,0.82,2.72,0.80,2.19,0.44,NaN,-0.65 
2025-07-31 12,0.81,2.71,0.80,2.18,0.29,NaN,-0.65 
2025-07-31 13,0.8,2.7,0.80,2.18,0.14,NaN,-0.64 
2025-07-31 14,0.79,2.7,0.80,2.18,-0.05,NaN,-0.64 
2025-07-31 15,0.79,2.69,0.80,2.17,-0.3,NaN,-0.65 
2025-07-31 16,0.8,2.68,0.8,2.17,-0.51,NaN,-0.65 
2025-07-31 17,0.79,2.67,0.79,2.16,-0.64,NaN,-0.65 
2025-07-31 18,0.79,2.67,0.79,2.16,-0.66,NaN,-0.65 
2025-07-31 19,0.8,2.66,0.79,2.15,-0.08,NaN,-0.65 
2025-07-31 20,0.81,2.66,0.79,2.15,0.36,NaN,-0.66 
2025-07-31 21,0.82,2.65,0.78,2.14,0.64,NaN,-0.66 
2025-07-31 22,0.81,2.64,0.78,2.14,0.63,NaN,-0.66 
2025-07-31 23,0.8,2.64,0.78,2.13,0.67,NaN,-0.66 
2025-08-01 00,0.8,2.63,0.78,2.13,0.59,NaN,-0.65 
2025-08-01 01,0.79,2.63,0.78,2.12,0.44,NaN,-0.64 
2025-08-01 02,0.79,2.62,0.78,2.12,0.22,NaN,-0.64 
2025-08-01 03,0.79,2.61,0.77,2.12,-0.1,NaN,-0.64 
2025-08-01 04,0.79,2.61,0.77,2.12,-0.35,NaN,-0.65 
