DateTime,Calsada,Bato,Buhi,Ombao,Camaligan,Balongay,Sipocot
2025-08-01 05,0.79,2.6,0.77,2.11,-0.56,NaN,-0.66 
2025-08-01 06,0.79,2.6,0.77,2.11,-0.62,NaN,-0.66 
2025-08-01 07,0.8,2.59,0.76,2.11,-0.57,NaN,-0.66 
2025-08-01 08,0.8,2.58,0.76,2.1,-0.1,NaN,-0.67 
2025-08-01 09,0.8,2.58,0.76,2.1,-0.1,NaN,-0.67 
2025-08-01 10,0.8,2.58,0.76,2.1,0.15,NaN,-0.67 
2025-08-01 11,0.79,2.57,0.76,2.09,0.27,NaN,-0.67 
2025-08-01 12,0.78,2.57,0.76,2.09,0.36,NaN,-0.67 
2025-08-01 13,0.77,2.56,0.76,2.08,0.35,NaN,-0.67 
2025-08-01 14,0.79,2.55,0.75,2.08,0.29,NaN,-0.67 
2025-08-01 15,0.79,2.55,0.75,2.08,0.12,NaN,-0.67 
2025-08-01 16,0.77,2.54,0.75,2.07,-0.12,NaN,-0.67 
2025-08-01 17,0.76,2.54,0.75,2.07,-0.27,NaN,-0.67 
2025-08-01 18,0.75,2.53,0.75,2.06,-0.34,NaN,-0.67 
2025-08-01 19,0.75,2.52,0.75,2.06,-0.42,NaN,-0.67 
2025-08-01 20,0.7,2.52,0.74,2.05,-0.15,NaN,-0.67 
2025-08-01 21,0.59,2.51,0.74,2.04,0.42,NaN,-0.67 
2025-08-01 22,0.62,2.5,0.74,2.04,0.67,NaN,-0.67 
2025-08-01 23,0.64,2.5,0.73,2.03,0.69,NaN,-0.68 
2025-08-02 00,0.66,2.49,0.73,2.03,0.64,NaN,-0.67 
2025-08-02 01,0.67,2.48,0.73,2.03,0.49,NaN,-0.66 
2025-08-02 02,0.67,2.48,0.73,2.02,0.27,NaN,-0.66 
2025-08-02 03,0.67,2.47,0.73,2.02,0.05,NaN,-0.66 
2025-08-02 04,0.67,2.47,0.73,2.01,-0.15,NaN,-0.67 
2025-08-02 05,0.68,2.46,0.72,2.01,-0.39,NaN,-0.67 
2025-08-02 06,0.69,2.46,0.72,2.01,-0.52,NaN,-0.68 
2025-08-02 07,0.68,2.45,0.72,2,-0.52,NaN,-0.68 
2025-08-02 08,0.6,2.44,0.72,2,-0.5,NaN,-0.68 
2025-08-02 09,0.61,2.44,0.72,2.00,-0.12,NaN,-0.68 
2025-08-02 10,0.63,2.43,0.71,1.99,0.05,NaN,-0.68 
2025-08-02 11,0.66,2.43,0.71,1.99,0.20,NaN,-0.68 
2025-08-02 12,0.70,2.42,0.71,1.98,0.22,NaN,-0.69 
2025-08-02 13,0.73,2.42,0.71,1.98,0.24,NaN,-0.69 
2025-08-02 14,0.74,2.41,0.71,1.97,0.16,NaN,-0.69 
2025-08-02 15,0.74,2.40,0.71,1.97,0.10,NaN,-0.69 
2025-08-02 16,0.73,2.40,0.70,1.96,-0.01,NaN,-0.69 
2025-08-02 17,0.73,2.39,0.70,1.96,-0.15,NaN,-0.69 
2025-08-02 18,0.73,2.38,0.70,1.95,-0.30,NaN,-0.69 
2025-08-02 19,0.74,2.38,0.70,1.95,-0.26,NaN,-0.69 
2025-08-02 20,0.75,2.37,0.70,1.94,-0.02,NaN,-0.69 
2025-08-02 21,0.76,2.37,0.69,1.94,0.22,NaN,-0.69 
2025-08-02 22,0.76,2.36,0.69,1.93,0.47,NaN,-0.69 
2025-08-02 23,0.74,2.35,0.69,1.93,0.53,NaN,-0.69 
2025-08-03 00,0.66,2.35,0.69,1.92,0.54,NaN,-0.69 
2025-08-03 01,0.69,2.34,0.69,1.92,0.56,NaN,-0.69 
2025-08-03 02,0.72,2.34,0.68,1.91,0.48,NaN,-0.68 
2025-08-03 03,0.74,2.33,0.68,1.91,0.31,NaN,NaN 
2025-08-03 04,0.75,2.33,0.68,1.91,0.06,NaN,-0.69 
2025-08-03 05,0.76,2.32,0.68,1.90,-0.21,NaN,NaN 
2025-08-03 06,0.76,2.32,0.68,1.90,-0.34,NaN,-0.69 
2025-08-03 07,0.76,2.31,0.68,1.89,-0.39,NaN,-0.70 
2025-08-03 08,0.76,2.31,0.68,1.89,-0.48,NaN,-0.70 
2025-08-03 09,0.76,2.30,0.67,1.88,-0.44,NaN,-0.70 
2025-08-03 10,0.74,2.30,0.67,1.88,-0.24,NaN,-0.70 
2025-08-03 11,0.70,2.29,0.67,1.88,-0.11,NaN,-0.70 
2025-08-03 12,0.67,2.29,0.67,1.87,0.16,NaN,-0.70 
2025-08-03 13,0.65,2.28,0.67,1.87,0.24,NaN,-0.70 
2025-08-03 14,0.60,2.28,0.67,1.86,0.26,NaN,-0.70 
2025-08-03 15,0.56,2.27,0.66,1.86,0.23,NaN,-0.70 
2025-08-03 16,0.56,2.26,0.66,1.85,0.19,NaN,-0.70 
2025-08-03 17,0.57,2.26,0.66,1.85,0.13,NaN,-0.70 
2025-08-03 18,0.58,2.25,0.65,1.84,0.02,NaN,-0.70 
2025-08-03 19,0.59,2.25,0.65,1.84,-0.14,NaN,-0.70 
2025-08-03 20,0.59,2.24,0.65,1.83,-0.18,NaN,-0.71 
2025-08-03 21,0.59,2.23,0.65,1.82,-0.04,NaN,-0.71 
2025-08-03 22,0.59,2.23,0.65,1.82,0.21,NaN,-0.71 
2025-08-03 23,0.59,2.22,0.65,1.81,0.43,NaN,-0.71 
2025-08-04 00,0.57,2.22,0.64,1.81,0.49,NaN,-0.71 
2025-08-04 01,0.53,2.21,0.64,1.80,0.48,NaN,NaN 
2025-08-04 02,0.53,2.21,0.64,1.80,0.47,NaN,-0.70 
2025-08-04 03,0.55,2.20,0.64,1.80,0.48,NaN,-0.70 
2025-08-04 04,0.56,2.20,0.64,1.79,0.37,NaN,-0.70 
2025-08-04 05,0.57,2.19,0.64,1.79,0.13,NaN,NaN 
2025-08-04 06,0.57,2.19,0.64,1.79,-0.08,NaN,NaN 
2025-08-04 07,0.58,2.18,0.63,1.78,-0.34,NaN,-0.71 
2025-08-04 08,0.59,2.18,0.63,1.78,-0.47,NaN,-0.71 
2025-08-04 09,0.59,2.17,0.63,1.77,-0.42,NaN,-0.71 
2025-08-04 10,0.57,2.16,0.63,1.77,-0.40,NaN,-0.71 
2025-08-04 11,0.53,2.16,0.63,1.77,-0.40,NaN,-0.71 
2025-08-04 12,0.53,2.15,0.63,1.76,-0.21,NaN,-0.72 
2025-08-04 13,0.53,2.15,0.62,1.76,0.07,NaN,-0.72 
2025-08-04 14,0.54,2.14,0.62,1.75,0.30,NaN,-0.72 
2025-08-04 15,0.54,2.14,0.62,1.75,0.42,NaN,-0.72 
2025-08-04 16,0.54,2.13,0.62,1.74,0.41,NaN,-0.72 
2025-08-04 17,0.54,2.13,0.61,1.74,0.30,NaN,-0.72 
2025-08-04 18,0.54,2.12,0.61,1.73,0.19,NaN,-0.72 
2025-08-04 19,0.55,2.12,0.61,1.73,0.11,NaN,-0.72 
2025-08-04 20,0.56,2.11,0.61,1.72,-0.03,NaN,-0.72 
2025-08-04 21,0.56,2.10,0.60,1.72,-0.11,NaN,-0.72 
2025-08-04 22,0.53,2.10,0.60,1.72,-0.03,NaN,-0.72 
2025-08-04 23,0.50,2.09,0.60,1.71,0.09,NaN,-0.72 
2025-08-05 00,0.51,2.09,0.60,1.71,0.28,NaN,-0.72 
2025-08-05 01,0.53,2.08,0.60,1.70,0.46,NaN,-0.72 
2025-08-05 02,0.53,2.08,0.60,1.70,0.56,NaN,-0.72 
2025-08-05 03,0.53,2.07,0.60,1.69,0.60,NaN,NaN 
2025-08-05 04,0.54,2.07,0.60,1.69,0.52,NaN,-0.71 
2025-08-05 05,0.55,2.06,0.59,1.69,0.37,NaN,-0.71 
2025-08-05 06,0.55,2.05,0.59,1.68,0.22,NaN,-0.71 
2025-08-05 07,0.55,2.05,0.59,1.68,-0.04,NaN,-0.71 
2025-08-05 08,0.53,2.04,0.59,1.68,-0.31,NaN,-0.72 
2025-08-05 09,0.69,2.04,0.59,1.67,-0.51,NaN,-0.72 
2025-08-05 10,0.72,2.03,0.59,1.67,-0.64,NaN,-0.72 
2025-08-05 11,0.69,2.03,0.59,1.66,-0.63,NaN,-0.72 
2025-08-05 12,0.64,2.02,0.58,1.66,-0.47,NaN,-0.72 
2025-08-05 13,0.62,2.02,0.58,1.66,-0.20,NaN,-0.72 
2025-08-05 14,0.60,2.03,0.58,1.65,0.14,NaN,-0.72 
2025-08-05 15,0.60,2.03,0.58,1.65,0.41,NaN,-0.72 
2025-08-05 16,0.60,2.02,0.58,1.64,0.54,NaN,-0.72 
2025-08-05 17,0.61,2.01,0.57,1.64,0.61,NaN,-0.71 
2025-08-05 18,0.62,2.01,0.57,1.63,0.50,NaN,-0.71 
2025-08-05 19,0.63,2.00,0.57,1.63,0.30,NaN,-0.7 
2025-08-05 20,0.58,2.00,0.56,1.63,0.07,NaN,-0.69 
2025-08-05 21,0.50,2.00,0.56,1.63,-0.06,NaN,-0.69 
2025-08-05 22,0.47,1.99,0.56,1.62,-0.16,NaN,-0.70 
2025-08-05 23,0.50,1.99,0.56,1.62,-0.12,NaN,-0.70 
2025-08-06 00,0.53,1.98,0.56,1.63,0.01,NaN,NaN 
2025-08-06 01,0.58,1.98,0.56,1.63,0.30,NaN,-0.71 
2025-08-06 02,0.66,1.97,0.56,1.63,0.55,NaN,-0.71 
2025-08-06 03,0.72,1.97,0.56,1.63,0.76,NaN,-0.71 
2025-08-06 04,0.74,1.97,0.56,1.63,0.77,NaN,-0.71 
2025-08-06 05,0.76,1.96,0.55,1.63,0.67,NaN,-0.70 
2025-08-06 06,0.76,1.96,0.55,1.63,0.53,NaN,-0.68 
2025-08-06 07,0.76,1.95,0.55,1.63,0.29,NaN,-0.68 
2025-08-06 08,0.67,1.95,0.55,1.63,0.00,NaN,-0.69 
2025-08-06 09,0.65,1.94,0.55,1.63,-0.27,NaN,-0.7 
2025-08-06 10,0.65,1.94,0.55,1.63,-0.51,NaN,-0.72 
2025-08-06 11,0.65,1.94,0.54,1.63,-0.74,NaN,-0.72 
2025-08-06 12,0.63,1.93,0.54,1.62,-0.64,NaN,-0.72 
2025-08-06 13,0.63,1.93,0.54,1.62,-0.49,NaN,-0.72 
2025-08-06 14,0.62,1.92,0.54,1.62,-0.16,NaN,-0.71 
2025-08-06 15,0.61,1.92,0.54,1.62,0.27,NaN,-0.71 
2025-08-06 16,0.6,1.92,0.54,1.61,0.54,NaN,-0.71 
2025-08-06 17,0.6,1.91,0.54,1.61,0.76,NaN,-0.71 
2025-08-06 18,0.6,1.91,0.53,1.6,0.79,NaN,-0.71 
2025-08-06 19,0.59,1.9,0.53,1.59,0.31,NaN,-0.66 
2025-08-06 20,0.59,1.9,0.53,1.59,0.31,NaN,0.34 
2025-08-06 21,0.59,1.89,0.53,1.59,0.1,NaN,-0.65 
2025-08-06 22,0.6,1.89,0.53,1.58,-0.11,NaN,-0.65 
2025-08-06 23,0.54,1.88,0.53,1.58,-0.23,NaN,-0.65 
2025-08-07 00,0.51,1.88,0.52,1.57,-0.22,NaN,-0.65 
2025-08-07 01,0.52,1.88,0.52,1.57,-0.09,NaN,-0.65 
2025-08-07 02,0.53,1.87,0.52,1.56,0.26,NaN,-0.65 
2025-08-07 03,0.54,1.87,0.52,1.56,0.73,NaN,-0.65 
2025-08-07 04,0.55,1.86,0.51,1.56,0.92,NaN,-0.65 
2025-08-07 05,0.56,1.86,0.51,1.55,0.95,NaN,-0.64 
2025-08-07 06,0.56,1.85,0.51,1.55,0.85,NaN,-0.57 
2025-08-07 07,0.56,1.85,0.51,1.54,0.63,NaN,-0.51 
2025-08-07 08,0.56,1.85,0.51,1.54,0.32,NaN,-0.53 
2025-08-07 09,0.56,1.84,0.51,1.53,0.04,NaN,-0.56 
2025-08-07 10,0.54,1.84,0.50,1.53,-0.27,NaN,-0.59 
2025-08-07 11,0.50,1.83,0.50,1.53,-0.56,NaN,-0.60 
2025-08-07 12,0.51,1.83,0.50,1.52,-0.80,NaN,-0.62 
2025-08-07 13,0.52,1.82,0.50,1.52,-0.86,NaN,-0.63 
2025-08-07 14,0.53,1.82,0.50,1.51,-0.75,NaN,-0.63 
2025-08-07 15,0.53,1.81,0.49,1.51,0.07,NaN,-0.64 
2025-08-07 16,0.53,1.81,0.49,1.50,0.45,NaN,-0.65 
2025-08-07 17,0.52,1.80,0.49,1.50,0.72,NaN,-0.65 
2025-08-07 18,0.53,1.80,0.49,1.49,0.84,NaN,-0.66 
2025-08-07 19,0.53,1.79,0.48,1.49,0.81,NaN,-0.66 
2025-08-07 20,0.54,1.79,0.48,1.48,0.63,NaN,-0.62 
2025-08-07 21,0.55,1.79,0.48,1.48,0.33,NaN,-0.61 
2025-08-07 22,0.53,1.78,0.48,1.47,0.02,NaN,-0.63 
2025-08-07 23,0.49,1.77,0.47,1.47,-0.25,NaN,-0.65 
2025-08-08 00,0.5,1.77,0.47,1.46,-0.39,NaN,-0.66 
2025-08-08 01,0.52,1.77,0.47,1.46,-0.39,NaN,-0.67 
2025-08-08 02,0.53,1.76,0.47,1.45,0.02,NaN,-0.68 
2025-08-08 03,0.53,1.76,0.47,1.45,0.47,NaN,-0.69 
2025-08-08 04,0.53,1.75,0.47,1.45,0.8,NaN,-0.69 
2025-08-08 05,0.53,1.77,0.46,1.44,0.96,NaN,-0.7 
2025-08-08 06,0.54,1.76,0.46,1.44,1,NaN,-0.7 
2025-08-08 07,0.54,1.75,0.46,1.43,0.95,NaN,-0.59 
2025-08-08 08,0.56,1.75,0.45,1.43,0.68,NaN,-0.52 
2025-08-08 09,0.76,1.75,0.45,1.42,0.34,NaN,-0.56 
2025-08-08 10,1.27,1.74,0.45,1.42,-0.01,NaN,-0.62 
2025-08-08 11,1.65,1.74,0.45,1.42,-0.31,NaN,-0.65 
2025-08-08 12,1.69,1.74,0.45,1.42,-0.59,NaN,-0.67 
2025-08-08 13,1.58,1.73,0.44,1.41,-0.81,NaN,-0.69 
2025-08-08 14,1.44,1.73,0.46,1.41,-0.88,NaN,-0.7 
2025-08-08 15,1.32,1.74,0.46,1.41,-0.74,NaN,-0.71 
2025-08-08 16,1.24,1.74,0.46,1.4,0.17,NaN,-0.71 
2025-08-08 17,1.16,1.74,0.45,1.4,0.58,NaN,-0.71 
2025-08-08 18,1.1,1.74,0.45,1.39,0.79,NaN,-0.71 
2025-08-08 19,1.04,1.74,0.45,1.39,0.89,NaN,-0.71 
2025-08-08 20,1,1.75,0.45,1.38,0.85,NaN,-0.71 
2025-08-08 21,0.94,1.75,0.45,1.38,0.62,NaN,-0.64 
2025-08-08 22,0.8,1.75,0.44,1.38,0.25,NaN,-0.62 
2025-08-08 23,0.74,1.75,0.44,1.37,-0.07,NaN,-0.65 
2025-08-09 00,0.79,1.74,0.44,1.37,-0.34,NaN,-0.67 
2025-08-09 01,0.86,1.74,0.44,1.36,-0.49,NaN,-0.68 
2025-08-09 02,0.89,1.74,0.44,1.36,-0.47,NaN,-0.7 
2025-08-09 03,0.89,1.74,0.43,1.36,0.08,NaN,-0.7 
2025-08-09 04,0.89,1.74,0.43,1.35,0.55,NaN,-0.71 
2025-08-09 05,0.88,1.74,0.43,1.35,0.86,NaN,-0.71 
2025-08-09 06,0.88,1.74,0.43,1.34,1.01,NaN,-0.71 
2025-08-09 07,0.88,1.73,0.42,1.34,1.04,NaN,-0.7 
2025-08-09 08,0.87,1.73,0.42,1.33,0.94,NaN,-0.55 
2025-08-09 09,0.86,1.73,0.42,1.33,0.62,NaN,-0.51 
2025-08-09 10,0.83,1.73,0.42,1.32,0.25,NaN,-0.57 
2025-08-09 11,0.80,1.73,0.41,1.32,-0.08,NaN,-0.62 
2025-08-09 12,0.77,1.72,0.41,1.32,-0.36,NaN,-0.66 
2025-08-09 13,0.76,1.72,0.41,1.31,-0.64,NaN,-0.68 
2025-08-09 14,0.73,1.72,0.41,1.31,-0.86,NaN,-0.70 
2025-08-09 15,0.66,1.72,0.40,1.31,-0.89,NaN,-0.71 
2025-08-09 16,0.65,1.71,0.40,1.30,-0.15,NaN,-0.71 
2025-08-09 17,0.66,1.71,0.40,1.30,0.40,NaN,-0.72 
2025-08-09 18,0.66,1.71,0.40,1.29,0.75,NaN,-0.72 
2025-08-09 19,0.66,1.70,0.39,1.28,0.89,NaN,-0.72 
2025-08-09 20,0.65,1.70,0.39,1.28,0.89,NaN,-0.72 
2025-08-09 21,0.65,1.70,0.39,1.27,0.74,NaN,NaN 
2025-08-09 22,0.64,1.69,0.39,1.27,0.47,NaN,-0.62 
2025-08-09 23,0.60,1.69,0.38,1.26,0.12,NaN,-0.64 
2025-08-10 00,0.58,1.69,0.38,1.26,-0.24,NaN,-0.67 
2025-08-10 01,0.60,1.68,0.38,1.26,-0.51,NaN,-0.69 
2025-08-10 02,0.63,1.68,0.38,1.26,-0.69,NaN,-0.70 
2025-08-10 03,0.63,1.68,0.38,1.25,-0.62,NaN,-0.71 
2025-08-10 04,0.64,1.67,0.37,1.25,0.25,NaN,-0.72 
2025-08-10 05,0.64,1.67,0.37,1.24,0.68,NaN,-0.72 
2025-08-10 06,0.65,1.66,0.37,1.24,0.93,NaN,-0.72 
2025-08-10 07,0.65,1.66,0.37,1.24,1.01,NaN,-0.72 
2025-08-10 08,0.65,1.66,0.36,1.23,1.03,NaN,-0.70 
2025-08-10 09,0.65,1.65,0.36,1.23,0.88,NaN,-0.53 
2025-08-10 10,0.64,1.65,0.36,1.23,0.55,NaN,-0.52 
2025-08-10 11,0.63,1.64,0.36,1.23,0.17,NaN,-0.58 
2025-08-10 12,0.63,1.64,0.36,1.22,-0.15,NaN,-0.63 
2025-08-10 13,0.62,1.64,0.35,1.22,-0.45,NaN,-0.66 
2025-08-10 14,0.60,1.63,0.35,1.22,-0.72,NaN,-0.68 
2025-08-10 15,0.56,1.63,0.35,1.21,-0.90,NaN,-0.70 
2025-08-10 16,0.56,1.62,0.34,1.21,-0.79,NaN,-0.71 
2025-08-10 17,0.56,1.62,0.34,1.21,0.15,NaN,-0.72 
2025-08-10 18,0.56,1.61,0.34,1.20,0.59,NaN,-0.73 
2025-08-10 19,0.56,1.61,0.34,1.20,0.86,NaN,-0.73 
2025-08-10 20,0.56,1.60,0.33,1.19,0.95,NaN,-0.73 
2025-08-10 21,0.57,1.60,0.33,1.19,0.93,NaN,-0.73 
2025-08-10 22,0.58,1.59,0.32,1.18,0.72,NaN,-0.62 
2025-08-10 23,0.58,1.59,0.32,1.18,0.36,NaN,-0.60 
2025-08-11 00,0.58,1.59,0.30,1.18,-0.01,NaN,-0.64 
2025-08-11 01,0.54,1.58,0.30,1.17,-0.31,NaN,-0.67 
2025-08-11 02,0.52,1.58,0.29,1.17,-0.57,NaN,-0.69 
2025-08-11 03,0.53,1.58,0.29,1.17,-0.71,NaN,-0.71 
2025-08-11 04,0.55,1.57,0.29,1.17,-0.23,NaN,-0.72 
2025-08-11 05,0.56,1.57,0.28,1.16,0.34,NaN,-0.73 
2025-08-11 06,0.56,1.57,0.28,1.16,0.79,NaN,NaN 
2025-08-11 07,0.57,1.56,0.28,1.15,0.98,NaN,-0.73 
2025-08-11 08,0.57,1.56,0.27,1.15,1.05,NaN,-0.73 
2025-08-11 09,0.57,1.56,0.27,1.15,1.04,NaN,-0.66 
2025-08-11 10,0.57,1.55,0.27,1.14,0.84,NaN,-0.49 
2025-08-11 11,0.56,1.55,0.27,1.14,0.46,NaN,-0.51 
2025-08-11 12,0.56,1.54,0.27,1.14,0.11,NaN,-0.57 
2025-08-11 13,0.55,1.54,0.27,1.14,-0.12,NaN,-0.62 
2025-08-11 14,0.55,1.53,0.27,1.14,-0.5,NaN,-0.55 
2025-08-11 15,0.55,1.53,0.27,1.13,-0.75,NaN,-0.62 
2025-08-11 16,0.58,1.53,0.26,1.13,-0.75,NaN,-0.65 
2025-08-11 17,0.60,1.52,0.26,1.13,-0.03,NaN,-0.66 
2025-08-11 18,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-08-11 19,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-08-11 20,2.15,1.52,0.26,1.11,0.93,NaN,-0.68 
2025-08-11 21,1.98,1.52,0.26,1.11,0.99,NaN,-0.68 
2025-08-11 22,1.72,1.53,0.25,1.10,0.95,NaN,-0.59 
2025-08-11 23,1.56,1.53,0.25,1.10,0.67,NaN,-0.51 
2025-08-12 00,1.41,1.53,0.25,1.10,0.29,NaN,-0.55 
2025-08-12 01,1.32,1.53,0.25,1.10,-0.05,NaN,-0.61 
2025-08-12 02,1.22,1.53,0.24,1.10,-0.34,NaN,-0.59 
2025-08-12 03,1.15,1.54,0.24,1.09,-0.60,NaN,-0.45 
2025-08-12 04,1.10,1.53,0.24,1.09,-0.66,NaN,-0.37 
2025-08-12 05,1.06,1.54,0.24,1.09,-0.08,NaN,-0.36 
2025-08-12 06,1.02,1.54,0.23,1.09,0.50,NaN,-0.37 
2025-08-12 07,0.99,1.54,0.23,1.08,0.87,NaN,-0.4 
2025-08-12 08,0.96,1.54,0.23,1.08,1.01,NaN,-0.44 
2025-08-12 09,0.91,1.54,0.23,1.08,1.07,NaN,-0.44 
2025-08-12 10,0.80,1.54,0.22,1.08,1.01,NaN,-0.35 
2025-08-12 11,0.77,1.54,0.22,1.08,0.72,NaN,-0.34 
2025-08-12 12,0.80,1.53,0.22,1.08,0.36,NaN,-0.40 
2025-08-12 13,0.79,1.53,0.22,1.08,0.03,NaN,-0.47 
2025-08-12 14,0.78,1.53,0.22,1.08,-0.28,NaN,-0.53 
2025-08-12 15,0.77,1.52,0.22,1.08,-0.53,NaN,-0.57 
2025-08-12 16,0.76,1.53,0.22,1.07,-0.72,NaN,-0.60 
2025-08-12 17,0.81,1.53,0.22,1.07,-0.56,NaN,-0.62 
2025-08-12 18,1.16,1.53,0.21,1.07,0.25,NaN,-0.62 
2025-08-12 19,1.23,1.53,0.21,1.07,0.66,NaN,-0.59 
2025-08-12 20,1.23,1.53,0.21,1.07,0.89,NaN,-0.53 
2025-08-12 21,1.21,1.52,0.20,1.07,0.98,NaN,-0.45 
2025-08-12 22,1.11,1.52,0.20,1.07,0.99,NaN,-0.36 
2025-08-12 23,0.98,1.52,0.20,1.07,0.82,NaN,-0.28 
2025-08-13 00,0.98,1.52,0.20,1.07,0.48,NaN,-0.28 
2025-08-13 01,0.97,1.52,0.20,1.07,0.14,NaN,-0.25 
2025-08-13 02,0.95,1.52,0.20,1.08,-0.18,NaN,-0.20 
2025-08-13 03,0.93,1.52,0.19,1.08,-0.45,NaN,-0.19 
2025-08-13 04,0.92,1.52,0.19,1.09,-0.68,NaN,-0.21 
2025-08-13 05,0.91,1.51,0.19,1.09,-0.68,NaN,-0.25 
2025-08-13 06,0.89,1.52,0.19,1.10,0.08,NaN,-0.29 
2025-08-13 07,0.93,1.51,0.18,1.10,0.57,NaN,-0.34 
2025-08-13 08,1.05,1.51,0.18,1.10,0.87,NaN,-0.37 
2025-08-13 09,0.97,1.51,0.18,1.10,0.99,NaN,-0.41 
2025-08-13 10,0.86,1.51,0.18,1.10,1.01,NaN,-0.39 
2025-08-13 11,0.80,1.51,0.18,1.10,0.83,NaN,-0.34 
2025-08-13 12,0.76,1.50,0.18,1.10,0.50,NaN,-0.36 
2025-08-13 13,0.75,1.50,0.18,1.10,0.14,NaN,-0.41 
2025-08-13 14,0.88,1.50,0.18,1.11,-0.19,NaN,-0.47 
2025-08-13 15,1.13,1.49,0.27,1.11,-0.46,NaN,-0.51 
2025-08-13 16,1.62,1.49,0.22,1.10,-0.68,NaN,-0.54 
2025-08-13 17,3.07,1.49,0.22,1.10,-0.72,NaN,-0.56 
2025-08-13 18,2.98,1.49,0.22,1.10,-0.03,NaN,-0.58 
2025-08-13 19,2.77,1.49,0.22,1.10,0.47,NaN,-0.59 
2025-08-13 20,2.54,1.49,0.22,1.10,0.79,NaN,-0.60 
2025-08-13 21,2.29,1.49,0.21,1.09,0.94,NaN,-0.60 
2025-08-13 22,2.03,1.49,0.21,1.09,1.00,NaN,-0.59 
2025-08-13 23,1.86,1.49,0.21,1.09,0.95,NaN,-0.50 
2025-08-14 00,1.74,1.49,0.21,1.09,0.68,NaN,-0.44 
2025-08-14 01,1.64,1.50,0.21,1.09,0.31,NaN,-0.48 
2025-08-14 02,1.56,1.50,0.21,1.09,-0.04,NaN,-0.52 
2025-08-14 03,1.50,1.50,0.21,1.09,-0.24,NaN,-0.54 
2025-08-14 04,1.46,1.51,0.20,1.10,-0.61,NaN,-0.52 
2025-08-14 05,1.41,1.51,0.20,1.10,-0.77,NaN,-0.52 
2025-08-14 06,1.36,1.51,0.20,1.10,-0.45,NaN,-0.53 
2025-08-14 07,1.33,1.51,0.20,1.10,0.16,NaN,-0.54 
2025-08-14 08,1.33,1.51,0.20,1.10,0.58,NaN,-0.55 
2025-08-14 09,1.27,1.52,0.19,1.09,0.84,NaN,-0.56 
2025-08-14 10,1.20,1.52,0.19,1.09,0.90,NaN,-0.56 
2025-08-14 11,1.16,1.52,0.19,1.09,0.80,NaN,-0.53 
2025-08-14 12,1.11,1.52,0.19,1.09,0.55,NaN,-0.33 
2025-08-14 13,1.07,1.52,0.19,1.09,0.21,NaN,-0.46 
2025-08-14 14,1.04,1.52,0.19,1.09,-0.12,NaN,-0.49 
2025-08-14 15,1.04,1.52,0.19,1.09,-0.42,NaN,-0.52 
2025-08-14 16,1.06,1.52,0.19,1.09,-0.65,NaN,-0.51 
2025-08-14 17,1.05,1.53,0.19,1.09,-0.74,NaN,-0.51 
2025-08-14 18,1.07,1.53,0.19,1.08,-0.41,NaN,-0.52 
2025-08-14 19,1.10,1.53,0.19,1.08,0.25,NaN,-0.54 
2025-08-14 20,1.10,1.54,0.18,1.08,0.66,NaN,-0.56 
2025-08-14 21,1.1,1.54,0.18,1.08,0.88,NaN,-0.57 
2025-08-14 22,1.07,1.54,0.18,1.08,0.97,NaN,NaN 
2025-08-14 23,1.06,1.54,0.18,1.08,0.94,NaN,-0.51 
2025-08-15 00,1.07,1.54,0.18,1.08,0.75,NaN,-0.4 
2025-08-15 01,1.07,1.54,0.17,1.09,0.46,NaN,-0.36 
2025-08-15 02,1.07,1.54,0.17,1.09,0.11,NaN,-0.32 
2025-08-15 03,1.07,1.54,0.17,1.1,-0.2,NaN,-0.27 
2025-08-15 04,1.06,1.54,0.17,1.1,-0.49,NaN,-0.25 
2025-08-15 05,1.04,1.54,0.16,1.1,-0.73,NaN,-0.25 
2025-08-15 06,1.03,1.54,0.16,1.1,-0.77,NaN,-0.27 
2025-08-15 07,1.01,1.54,0.16,1.1,-0.44,NaN,-0.29 
2025-08-15 08,1,1.54,0.16,1.1,0.17,NaN,-0.32 
2025-08-15 09,0.99,1.53,0.15,1.11,0.53,NaN,-0.35 
2025-08-15 10,0.97,1.53,0.15,1.10,0.73,NaN,-0.37 
2025-08-15 11,0.96,1.53,0.16,1.10,0.69,NaN,-0.40 
2025-08-15 12,0.94,1.53,0.15,1.10,0.53,NaN,-0.40 
2025-08-15 13,0.92,1.53,0.15,1.10,0.26,NaN,-0.41 
2025-08-15 14,0.92,1.53,0.15,1.10,-0.05,NaN,-0.43 
2025-08-15 15,0.91,1.53,0.16,1.10,-0.33,NaN,-0.45 
2025-08-15 16,0.86,1.53,0.15,1.10,-0.52,NaN,-0.48 
2025-08-15 17,0.75,1.53,0.15,1.10,-0.61,NaN,-0.50 
2025-08-15 18,0.73,1.52,0.15,1.10,-0.52,NaN,-0.52 
2025-08-15 19,0.77,1.52,0.15,1.09,0.00,NaN,-0.53 
2025-08-15 20,0.80,1.52,0.15,1.09,0.39,NaN,-0.54 
2025-08-15 21,0.81,1.52,0.15,1.09,0.7,NaN,-0.55 
2025-08-15 22,0.81,1.52,0.14,1.09,0.86,NaN,-0.56 
